Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Clasificación
TABLETAS,7597189000066,004808,GERIATECH X 30 CAPSULAS BLANDAS (PHARMATECH),8.6,0,8.6,22,2023-10-31 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7591243820355,003577,"GINACOL (CLORHIDRATO BENZIDAMINA) 0,1 % SOL USO VAGINAL 135 ML (BIOTECH)",2.9,0,2.9,90,2025-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592710000621,003525,GINKGO BILOBA (CONCENTRACION Y MEMORIA) 300 MG X 60 CAP (HERBAPLANT),6.85,0,6.85,40,2025-04-08 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592946005988,003395,GINKGO BILOBA (OXIGENANTE) 300 MG X 60 CAP (ARCO),7.7,0,7.7,18,2023-12-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,733739103062,004922,GINKGO BILOBA 60 MG X 60 CAPSULAS NOW,12.6,0,12.6,1,2024-11-07 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592946006022,003396,GINSENG (ENERGIZANTE) 300 MG X 60 CAP (ARCO),7.7,0,7.7,47,2023-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592710000669,003520,GINSENG SIBERIANO (DEBILIDAD Y CANSANCIO) 408 MG X 60 CAP (FRASCO) HERBAPLANT,6.08,0,6.08,40,2024-09-23 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906130231029,003850,GLIBENCLAMIDA 5MG X 10 TAB (BLISTER) BRIXMEDIC,0.35,0,0.35,1149,2024-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,6921875011158,001974,GLIBENCLAMIDA 5MG X 10 TAB KMPLUS (CAJA),0.35,0,0.35,336,2023-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000410,000652,GLIBENCLAMIDA 5MG X 10 TAB LAND (BLISTER),0.45,0,0.45,807,2024-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7592637000964,004620,GLICERAMIN 3% (I..V ) 1000 ML BEHRENS,46.2,0,46.2,43,2025-02-15 00:00:00,,0,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,7702195115127,003964,GLICERINA LAXANTE (LASS) X 50 SUPOSITORIOS AD (FRASCO) BUSSIE,26.1,0,26.1,2,2023-12-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7796285053352,003770,GLIMEPIRIDA (DIABUTIL) 4 MG X 30 COMP (ELEA),4.5,0,4.5,25,2023-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000427,000657,GLIMEPIRIDE 2MG X 10 TAB LAND (BLISTER),0.6,0,0.6,503,2023-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000434,000658,GLIMEPIRIDE 4MG X 10 TAB LAND (BLISTER),0.8,0,0.8,821,2023-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7800061240109,000660,GLUCONATO DE CALCIO 10% 10ML I.V AMP BIO,1.3,0,1.3,74,2023-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592946169758,003408,GLUCOSAMINA 500 MG X 60 CAP (ARCO),9.3,0,9.3,11,2023-12-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,787790468653,000661,GLUCOSAMINE 2850MG X 90 CAP (ETERNAL)  (FRASCO),10.788,0,10.788,280,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,GORRO011,004193,GORRO DE CIRUJANO AZUL (GAESCA) P'AQUETE X25,6.148,0,6.148,17,2026-12-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,GORRO01,004192,GORRO DE ENFERMERA AZUL (GAESCA) P'AQUETE X100,9.744,0,9.744,5,2026-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,GORROENFERAZUL,000663,GORRO DE ENFERMERA X 1,0.232,0,0.232,38,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7598455000087,004843,GOTAS ARTIFICIALES AL 0.3% (HPMC) SOL.OFTM BIOG,1.7,0,1.7,95,2023-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7594001450757,000664,GOTAS DE ARNICA 30 CC RECETTE MARK,0.88,0,0.88,225,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7594001450764,002446,GOTAS DE ARNICA 60 ML (RECETTE),1,0,1,47,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,733739112743,005282,GRAVIOLA 500 MG X 100 CAP (NOW),15.4,0,15.4,12,2025-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7898100242900,001882,GRIPALCE (ANTIGRIPAL) X 20 CAP AD (CAJA) BRASTERAPICA,1.6,0,1.6,3933,2023-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,7597830003477,004081,GUANTE DE NITRIILO TALLA S (NEGRO) X 100 UND GROSSMED,16.24,0,16.24,28,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,7597830003514,004083,GUANTE DE NITRILO TALLA L (NEGRO) X 100 UND (GROSSMED),16.24,0,16.24,10,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,24968420512421,004886,GUANTES DE NITRILO TALLA L X 100 (MORADO) NIPRO,15.5,0,15.5,82,2024-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,24968420512414,004887,GUANTES DE NITRILO TALLA M X 100 (MORADO) NIPRO,15.5,0,15.5,68,2024-01-03 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,8437019606527,004781,GUANTES QUIRURGICO LATEX 8.0 X 1 PAR VENSALUD,0.928,0,0.928,364,2026-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,787790468752,003912,"GUMMIES HAIR, SKIN AND NAIL (SUPL. MULTI-VIT CABELLO, PIEL Y UÑAS) X 30 GUMMIES (FRASCO) ETERNAL",4.9,0,4.9,95,2023-12-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592349844757,003206,GYNOVIT (ACIDO ACETICO) DUCHA VAGINAL 130 ML VARGAS,2.95,0,2.95,49,2025-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592710000355,003529,HALCACHOFA + CENTELLA ASIATICA (CONTROL PESO) 175MG X 60 CAP (HERBA),5.4,0,5.4,28,2024-09-23 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906089281182,002575,HALOPERIDOL 5 MG X 10 TAB (JMW) (BLISTER),1.25,0,1.25,411,2023-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7468191033574,000671,HALOPERIDOL 5MG X 20 TAB S.R.L,2.28,0,2.28,42,2025-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598677000056,004416,HALOPERIDOL 5MG X 30 TABLETAS (CLEO),2.5,0,2.5,85,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7800061000741,000672,HALOPERIDOL 5MG/1ML I.V/I.M  AMP BIOSANO,1.4,0,1.4,400,2023-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592946001706,003397,HEMOSAN (HEMORROIDES) 400 MG X 90 CAP (ARCO),5.2,0,5.2,48,2024-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7596526000073,003425,HEPACLEAN 500 MG X 50 CAP (FRASCO) NATUR,5.8,0,5.8,88,2023-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601100423,004659,HEPAFOL B12 X 30 TABLETAS (SIEGFRIED),5.6,0,5.6,93,2024-03-31 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,HEPAR00123,001459,HEPARINA 5000 UI / 5ML AMP I.V/SUBCUTANEO (INFALLIBLE),4.98,0,4.98,37,2024-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,8906112611214,003621,HEPARINA SODICA (HEPAHEM) 5000UI/5ML AMP I.M. / I.V. / SUBCUTANEO (PHARMAX),4.98,0,4.98,86,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,12345678912,003620,HEPARINA SODICA (STANHEP) 5000UI/5ML AMP I.M. / I.V. / SUBCUTANEO (STANEX),4.98,0,4.98,16,2023-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,7597072000326,005182,HIDRAMER CON VITAMINA E 200ML (BOOZ),5.974,0,5.974,33,2023-09-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,18906047593729,004555,HIDROCLOROTIAZIDA 12.5 MG X 10 (JMW),0.35,0,0.35,2350,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,675696260160,005252,HIDROCLOROTIAZIDA 12.5 X 30 TABLETAS BUKA,1.8,0,1.8,370,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906130231067,003164,HIDROCLOROTIAZIDA 25 MG X10 TAB BRIXMEDIC (BLISTER),0.35,0,0.35,4456,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7703038050261,001419,HIDROCLOROTIAZIDA 25MG X 10 TAB LAPROFF (BLISTER),0.55,0,0.55,228,2023-12-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,6942189304187,002982,HIDROCLOROTIAZIDA 50 MG X 10 TAB (CAJA) KMPLUS,0.6,0,0.6,156,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,)01=18906101701473)3,001341,HIDROCORTISONA 1% CREMA  15G USO TOPICO (BALAXI),1.4,0,1.4,63,2023-12-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,8906115909448,005010,HIDROCORTISONA 100 MG I.M / I .V AMP JUVENCIA,1.18,0,1.18,331,2023-08-31 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,8906130230633,004362,HIDROCORTISONA 100MG AMP IV/IM BRIXMEDIC,1.3,0,1.3,138,2023-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7707236127480,000682,HIDROCORTISONA 100MG I.M/I.V  AMP VITALIS,1.15,0,1.15,176,2024-02-02 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7598008000885,002593,HIDROCORTISONA 500 MG (IM / IV) AMP LAND,4.6,0,4.6,138,2023-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7707236127503,000681,HIDROCORTISONA 500MG I.M/I.V AMP VITALIS,2.9,0,2.9,403,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,8908003460505,002800,HIDROCORTISONA AMP 500 MG (I.M / I.V) KMPLUS,4.4,0,4.4,293,2024-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,6942189304309,002795,HIDROCORTISONA CREMA 1% 15 GR (KMPLUS),1.66,0,1.66,347,2024-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7597285000472,005008,HIDROCORTISONA SUCCINATO 500 MG I.V/I.M AMP VENEQX,2.65,0,2.65,3,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,18906047595587,005151,HIDROXIPROPIL METILCELULOSA /DEXTRAN 70 10 ML SOL OFT JMW,6.05,0,6.05,99,2023-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7707236124496,002357,HIERRO (COMPLEJO SACARATO) 100 MG / 5 ML I.V 20 MG / ML (VITALIS),3.2,0,3.2,703,2023-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,21281084237,004529,HIERRO 100 MG 5ML ( I.V) AMP (LIALI),3.5,0,3.5,256,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7598455000223,004842,HIERRO SACARATO (FERROGLASS) 100MG / 5 ML I.V AMP BIOG,2.35,0,2.35,258,2023-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7406076104254,002157,"HIERRO, VIT B12, ACIDO FOLICO  (HEMOFER) X 30 CAP (GLOBAL FARMA)",6.2,0,6.2,8,2023-04-30 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,8906112610682,004592,HIERROPA 100 MG/ 5ML I.V X 1  ( I . V)  AMPOLLA ADN MEDICAL,2.65,0,2.65,1,2023-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598252000068,004662,HIOSCINA 10 MG + DIPIRONA 250MG (DISCAPINA) x 20 TABLETAS DISTRILAB,4.2,0,4.2,206,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,731946648598,004431,HIOSCINA 10 MG X 10 TABLETAS ARTE MEDICO,2.65,0,2.65,42,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000441,001902,HIOSCINA BUTILBROMURO 10MG X 10 TAB LAND (BLISTER),1.25,0,1.25,694,2024-11-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906082151024,004954,HIOSCINA N-BUTILBROMURO 10 TAB (CAJA) FARMAMED,1.4,0,1.4,70,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592946000075,004166,HIPERSAN 300 MG X 90 CAPSULAS ARCOIRIS,4.75,0,4.75,24,2023-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7591020008112,000688,HISTALER 0.5MG/ML 60ML USO PED JBE,2.65,0,2.65,250,2026-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,7597830003262,003690,HOJILLA DE BISTURI  #11 X 100 (CAJA) GROSSMED,9.86,0,9.86,11,2026-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,HYPERC001,000693,HYPERCRIT (ERITROPOYETINA) 4.000 U.I. AMP,4.5,0,4.5,262,2023-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906112610446,001774,IBUPROFENO  (IBUPRA) 600MG X 10 TAB ADN MEDICAL (CAJA),0.9,0,0.9,126,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598578000247,001553,IBUPROFENO  600 MG + TIOCOLCHICOSIDO 4 MG X 10 TAB DAC55,2.65,0,2.65,370,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7593090001383,004138,IBUPROFENO (ANAPIR) 200 MG X 20 TAB (CAJA) FC PHARMA,2.4,0,2.4,54,2024-05-31 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7593090001314,004137,IBUPROFENO (ANAPIR) 600 MG X 10 TAB (CAJA) FC PHARMA,2.35,0,2.35,25,2024-05-31 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906102520083,001873,IBUPROFENO (BIOPROFEN) 200MG X 10 TAB (BLISTER) BIOVENEZUELA,0.57,0,0.57,517,2023-08-08 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904306502089,004300,IBUPROFENO (FEN-200) 200 MG X 10 TAB (BLISTER) JAYWIN,0.5,0,0.5,619,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904306502096,004301,IBUPROFENO (FEN-400) 400 MG X 10 TAB (BLISTER) JAYWIN,0.7,0,0.7,10677,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904306502102,004302,IBUPROFENO (IFEN-600) 600 MG X 10 TAB  (BLISTER) JAYWIN,0.9,0,0.9,2699,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598852000604,005090,IBUPROFENO + TIOCOLCHICOSIDO 600 MG / 4 MG (IBOTUNI) X 10 TABLETAS UNIPHARMA,2.7,0,2.7,288,2024-12-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591821802773,000580,IBUPROFENO 200 MG + HIOSCINA 10MG  (FEMMEXTRA) X 10 CAPS (CAJA) FARMA,4.65,0,4.65,40,2023-11-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,6942189304255,003339,IBUPROFENO 200 MG X 10 TAB (CAJA) KMPLUS,0.6,0,0.6,2943,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598833000166,004821,IBUPROFENO 200 MG X 10 TABLETA LAB VERMA,0.7,0,0.7,480,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598431000025,005257,IBUPROFENO 200MG  (IBUVIN) X 10 CAPSULAS (VINCENTI),1.2,0,1.2,100,2023-10-31 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592432900322,000704,IBUPROFENO 200MG + CAFEINA 30 MG (IBUVAXFEM)  X 10 CAP VIVAX (CAJA),2.4,0,2.4,66,2022-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,6921875010830,002493,IBUPROFENO 400 MG X 10 TAB (KMPLUS) (CAJA),0.85,0,0.85,2421,2024-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598252000242,004513,IBUPROFENO 600 MG +TIOCOLCHICOSIDO 4 MG (DIOLFEN) X 20 TABLETAS (DISTRILAB),5.3,0,5.3,78,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,CPEÑ 1221510456,004211,IBUPROFENO 600 MG X 10 TAB  (BLISTER) FAHD,0.8,0,0.8,3523,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,6942189304262,003982,IBUPROFENO 600 MG X 10 TAB KMPLUS (CAJA),0.75,0,0.75,1,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,IBUPROFENBALAXI,000697,IBUPROFENO 600MG X 10 TAB BALAXI (BLISTER),0.9,0,0.9,632,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906130230114,001310,IBUPROFENO 600MG X 10 TAB BRIX (BLISTER),0.8,0,0.8,1247,2024-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906130230121,002756,IBUPROFENO 800 MG X 10 TAB (BRIX) (BLISTER),1.1,0,1.1,2368,2024-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,6942189304279,003424,IBUPROFENO 800 MG X 10 TAB (CAJA) KMPLUS,0.95,0,0.95,4501,2024-05-31 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7703038066606,001382,IBUPROFENO 800MG X 10TAB LAPROFF,1,0,1,28,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598127001275,002429,IBUPROFENO FORTE 800 MG X 10 TAB (BLUEMEDICAL) (CAJA),1.75,0,1.75,292,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601200208,000703,IBUTAN 400MG X 10 TAB,1.8,0,1.8,26,,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601301783,004288,IBUTANCOL (IBUPROFENO 400 MG- TIOCOLCHI 4 MG) X 10 TAB  (SIEGFRIED),2.95,0,2.95,81,2025-04-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601301790,005242,IBUTANCOL (IBUPROFENO 400 MG- TIOCOLCHI 4 MG) X 20 TAB  (SIEGFRIED),4.65,0,4.65,109,2025-04-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601001188,004258,IBUTANCOL (IBUPROFENO 600 MG-TIOCOLCH 4 MG) X 10 TAB (SIEGFRIED),4.15,0,4.15,85,2025-03-31 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601303121,004259,IBUTANFEM (IBUPROFENO 400 MG - HIOSCINA 20 MG) X 10 TAB  (SIEGFRIED),3.6,0,3.6,97,2023-07-31 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601301622,004260,IBUTANMIGRA (IBUPROF 400 MG-CAFEINA 40.00MG- DIHIDROERGOTAMINA 1.00MG) X 10 TAB  SIEGFRIED,2.4,0,2.4,117,2023-09-30 00:00:00,,0,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,7592432011523,004199,ILANA 600 MG CAPSULA BLANDA VAGINAL X1 VIVAX,4.8,0,4.8,65,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601100478,000706,IMAZOL (CLOTRIMAZOL X 6 TABLETAS VAGINALES 100MG ) SIEGFRI,4.4,0,4.4,44,2027-02-28 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,7708481795905,003472,INCENTIVO RESPIRATORIO DE 3 BALONES (TRIFLO) LIFE CARE,5.5,0,5.5,447,2026-07-09 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904307704574,004324,INFUSION MULTIVITAMINICA (WELL-VIT)  10ML X 1AMP WELLONA PHARMA,6.5,0,6.5,488,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7596347794793,001829,INFUSION MULTIVITAMINICA 9-VIT  AMP 10ML  DPT,9.9,0,9.9,1638,2023-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7596526000318,002441,INMUNIX-T4 X 30 CAP (NATURLIFES) (CAJA),6,0,6,76,2023-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7467217701190,002748,INNOFOLIC (HIERRO+AC.FOLICO+VIT B12) PRENATAL X 10 CAP (BLISTER) INNOVACION,1.2,0,1.2,846,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,INSULINAN,004069,INSULEX N (INSULINA ISOFANA) 100 UI / ML INY SUBCUTANEA (PISA),5.15,0,5.15,265,2024-05-22 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,INSULINAR,004070,INSULEX R (INSULINA HUMANA) 100 UI / ML INY SUBCUTANEA (PISA),5.15,0,5.15,169,2024-05-22 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7591818111048,003815,IPALAT (CLOTRIMAZOL) 10 MG / ML SOL GOTAS (COFASA),3.75,0,3.75,86,2026-08-31 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,18904224200880,004475,IRBESARTAN (ARBESART-150) 150MG X 30 TABLETAS PHARMA COLINA,2.8,0,2.8,292,2023-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,18904224200897,004476,IRBESARTAN (ARBESART-300)  300MG X 30 TABLETAS PHARMA COLINA,4.2,0,4.2,308,2023-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904306500979,002362,IRBESARTAN (IRTAN-150) 150 MG X 10 TAB (JAYWIN) (BLISTER),1.7,0,1.7,234,2023-12-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591519007145,004385,IRBESARTAN 150MG X 7 TABLETAS (CALOX),2.5,0,2.5,34,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591519007336,004375,IRBESARTAN 300MG X 7 TABLETAS (CALOX),3.3,0,3.3,65,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,20685553,005011,ISOFLURANO 100% (LIQUIDO PARA INHALACION) 100 ML,44,0,44,6,2026-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592432005515,000471,ISOTRETINOINA (CUTICLIN) 20 MG X 30 CAP (CAJA) VIVAX,17.7,0,17.7,97,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592803000521,004182,ITRACONAZOL (FUNGOSIN) 10 MG X6 TABLETAS DOLLDER,5.8,0,5.8,115,2023-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904278577504,002998,ITRACONAZOL 100 MG X 4 CAP (BLISTER) FAHD,1.2,0,1.2,620,2024-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,890432410010,004307,ITRACONAZOL 100 MG X10 TABLETAS PHARMA COLINA,1.5,0,1.5,456,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598176000229,001759,ITRACONAZOL ANGELUS 100MG X 10 CAP (CAJA),4,0,4,141,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,7591012041223,001576,IVERMECTINA 0.4%  (IVERMED) CREMA  60G LYA,3.85,0,3.85,35,2023-03-03 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,,004250,IVERMED LOCION (IVERMECTINA 0.4%) 100 ML LYA,3.85,0,3.85,72,2023-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7590005162412,003776,JABON BARRA E. NIGTH AVENA 110 G,0.928,0,0.928,182,2024-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7590005162405,003777,JABON BARRA E. NIGTH EXPLOSION TROPICAL 110 G,0.928,0,0.928,275,2023-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7590005162429,004178,JABON BARRA E. NIGTH MANZANA 110 G,0.928,0,0.928,297,2023-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,7591404003870,004910,JABON LIQUIDO ACTIBACTERIAL CON CLORHEXIDINA (CON VALVULA) 0.3% 1 LT  IC,9.164,0,9.164,69,2025-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,7591404003863,004909,JABON LIQUIDO ACTIBACTERIAL CON CLORHEXIDINA 0.3% 1 LT  IC,6.902,0,6.902,119,2027-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,7591404003856,004908,JABON LIQUIDO ANTIBACTERIAL CON CLORHEXIDINA (CON VALVULA) 0.3% 250 ML IC,3.654,0,3.654,97,2025-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,7591404003849,004907,JABON LIQUIDO ANTIBACTERIAL CON CLORHEXIDINA 0.3% 250 ML IC,2.262,0,2.262,182,2027-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7591248723002,003169,JABON MIMADITO CORPORAL C/ MANZANILLA/ ALOE P/ BEBES 75 G,1.45,0,1.45,340,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7594001451013,002081,JARABE DE ZABILA CON MIEL AD. 120 ML ( RECETTE),2.5,0,2.5,59,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
