Product,Cod. Bar,F.Price,Date,Qty,Drog
"GENTAMICINA SOL OFT 0,3 % X 5 ML OFT",7591196002136,16.64,14/06/2022,,Cobeca
GENTAMICIS CREM 0.1% X 20 G         ,7597072000296,10.13,15/05/2022,,Cobeca
BROXOL ALERG SOL ORAL 30/5MG/5ML X 1,7592454889513,22.11,14/06/2022,,Cobeca
GENURIN GRA 200 MG X 10             ,7591062901198,20.55,15/05/2022,,Cobeca
GERIATECH CAP/BLD VIT/MINERALES X 30,7597189000066,34.792,14/06/2022,,Cobeca
GINACOL SOL VAGINAL X 135 ML        ,7591243820355,11.594000000000001,15/05/2022,,Cobeca
GINKGO BILOBA CAP 300 MG X 60       ,7592946005988,30.429000000000002,14/06/2022,,Cobeca
GINKGO BILOBA CAP 300MG X 60 NAT PRE,7592430000116,36.88,15/05/2022,,Cobeca
GINKOLA CAP 500 MG X 30             ,7592710003967,19.989,05/06/2022,,Cobeca
GINSEN CAP 300 MG X 60              ,7592946006022,30.429000000000002,14/06/2022,,Cobeca
GINSENG SIBERIANO CAP 408 MG X 30   ,7592710003943,16.821,05/06/2022,,Cobeca
GINSENG SIBERIANO CAP 408MG X 60 HER,7592710000669,26.307000000000002,05/06/2022,,Cobeca
GLAUCOTENSIL D SOL OFT 5 ML  POEN   ,7795368001686,51.95,14/06/2022,,Cobeca
GLETFOR TAB/REC 500 MG X 30         ,8904091148110,38.52,15/05/2022,,Cobeca
GLETFOR TABR 850 MG X 30            ,8904091148202,38.77,15/05/2022,,Cobeca
GLIBENCLAMIDA TAB 5 MG X 30 BUKA    ,675696260153,19.48,19/06/2022,,Cobeca
GLIBENCLAMIDA/METFORM TAB 5/500MGX30,675696260207,31.17,19/06/2022,,Cobeca
GLICERINA X 60 ML                   ,7594001450702,8.31,15/05/2022,,Cobeca
GLIFORMIN TAB 1000 MG X 30          ,7707355053912,24.671499999999998,05/06/2022,,Cobeca
GLIFORMIN TAB 850 MG X 30           ,7707355053936,17.271,05/06/2022,,Cobeca
GLIMEPIRIDE TAB 2 MG X 16 LA SANTE  ,7703763165056,12.43,14/06/2022,,Cobeca
GLIMEPIRIDE TAB 4 MG X 16 LA SANTE  ,7703763165063,16.58,14/06/2022,,Cobeca
GLIMERID TAB 4 MG X 10              ,7592454891202,14.32,14/06/2022,,Cobeca
GLUCOMETRO GE DIG X 1               ,883489000781,128.57,14/06/2022,,Cobeca
GLUCONATO DE CALCIO 10% X 100ML BEH ,7592637000988,19.48,15/05/2022,,Cobeca
GLUCONATO FERROSO SOL ORAL 50MG X 15,7594000850428,10.44,15/05/2022,,Cobeca
GLUCOSAMINA CAP 500 MG X 60         ,7592946169758,36.981,14/06/2022,,Cobeca
GLUCOSAMINE & CHON TAB X60 EARTH´S  ,608786001169,56.35,15/05/2022,,Cobeca
GLUCOSAMINE CAP 2850 MG X 90 ETERNAL,787790468653,44.4125,14/06/2022,,Cobeca
GLUCOSE IV INF 10%W/V X 500 ML      ,8906083361173,162.27,15/05/2022,,Cobeca
GLUCOZIM TAB 500 MG X 20            ,7592806136029,17.79,15/05/2022,,Cobeca
GLUNOVAG TAB 500 MG X 60            ,7501075725414,12.88,15/05/2022,,Cobeca
GLUNOVAG TAB 850 MG X 30            ,7501075725421,11.19,15/05/2022,,Cobeca
GLUSTAR TAB 10 MG X 14              ,7703763200610,11.45,14/06/2022,,Cobeca
GLUSTAR TAB 20 MG X 14              ,7703763200627,15.14,14/06/2022,,Cobeca
GLYMAR TAB 2 MG X 20                ,7592601101079,14.29,05/06/2022,,Cobeca
GLYMAR TAB 4 MG X 20                ,7592601101086,19.48,05/06/2022,,Cobeca
GOTAS BALSAMICAS 120 ML             ,7592236000037,9.82,15/05/2022,,Cobeca
GRATIO TAB/REC 500MG X 10           ,7592806134070,17.14,15/05/2022,,Cobeca
GRAUSIN JBE 120 ML                  ,7591955002452,23.38,14/06/2022,,Cobeca
GRAVIOLA CAP X 60                   ,7592430001564,29.18,15/05/2022,,Cobeca
GREIT TAB/REC 10 MG X 30            ,999,70.5755,05/06/2022,,Cobeca
GRINATOS JBE 120 ML                 ,7592430001533,22.03,15/05/2022,,Cobeca
GYMENS CAP 500 MG X 30              ,7592710003981,19.989,05/06/2022,,Cobeca
GYMENS CAP 500 MG X 60              ,7592710000614,31.554000000000002,05/06/2022,,Cobeca
GYNKOLA CAP 500 MG X 60             ,7592710000607,31.554000000000002,05/06/2022,,Cobeca
"GYNODERAIN OVUL 0,6 G X 6           ",7591585115942,40.3296,05/06/2022,,Cobeca
GYNOMET CREM VAG 15/4% X 40 G       ,7591585119131,29.8945,05/06/2022,,Cobeca
GYNOVIT SOL VAG 130 ML              ,7592349844757,16.2624,15/05/2022,,Cobeca
HEDRALIV JBE X 120 ML               ,7592454002301,19.48,14/06/2022,,Cobeca
HELAL COM 200 MG X 2                ,7591619102016,6.49,14/06/2022,,Cobeca
HELAL SUSP 400 MG  X 5 ML           ,7591619102023,10.39,14/06/2022,,Cobeca
HEMOSAN CAP 400 MG X 90             ,7592946001706,20.475,14/06/2022,,Cobeca
HEPAFOL FORTE JBE X 120 ML          ,7592601301851,28.926000000000002,05/06/2022,,Cobeca
HEPAFOL TAB X 30                    ,7592601100423,24.68,05/06/2022,,Cobeca
ACRYLARM GEL OFT X 10 G             ,7795368002249,92.31,14/06/2022,,Cobeca
HEPAGRAS CAP 120 MG X 30            ,7591585216892,44.3625,05/06/2022,,Cobeca
HEPAPROTEC CAP 500 MG X 60          ,7592710000966,31.554000000000002,05/06/2022,,Cobeca
"HEPROX CAP 0,4MG X 30               ",7592803002372,71.82,15/05/2022,,Cobeca
HEXANT JBE ELIXIR 30 MG/5ML X 120 ML,7591619519166,23.38,14/06/2022,,Cobeca
HIDRALIT SOL SABOR COCO 500 ML      ,7596855000010,15.09,15/05/2022,,Cobeca
HIDRALIT SOL SABOR FRESA 500 ML     ,7596855000034,15.09,15/05/2022,,Cobeca
HIDRALIT SOL SABOR UVA 500 ML       ,7596855000041,15.09,15/05/2022,,Cobeca
HIDRAMER CREM C/VIT E 200 ML        ,7597072000326,24.32,15/05/2022,,Cobeca
HIDROCLOROTIAZIDA COM 12.5 MG X 30  ,7591585172686,18.2175,05/06/2022,,Cobeca
"HIDROCLOROTIAZIDA TAB 12,5 MG X 30 B",675696260160,10.13,19/06/2022,,Cobeca
"HIDROCLOROTIAZIDA TAB 12,5 MG X 30 D",7598252101727,9.503,29/05/2022,,Cobeca
HIDROCORTISONA AMP IV 500MG X 10 ALE,7597758000022,199.35,05/06/2022,,Cobeca
HIDROCORTISONA AMP IV/IM 100 MG X 10,7597758000015,80.26,05/06/2022,,Cobeca
HIDROCORTISONA AMP IV/IM 100MG X 1  ,7597758000688,9.64,05/06/2022,,Cobeca
HIDROCORTISONA AMP IV/IM 500 MG X 1 ,7597758000695,23.21,05/06/2022,,Cobeca
HIDROCORTISONA INY 100 MG X 10      ,999,105.3225,15/05/2022,,Cobeca
HIDROCORTISONA INY 500 MG X 10 DAMPE,999,225.8598,15/05/2022,,Cobeca
HIDROCORTISONA SOD PVO INY 500MG DIS,7598252101031,14.611500000000001,29/05/2022,,Cobeca
HIDROXIPROPILMETILCELULOSA GTA 0.3% ,7597446000037,20.18,29/05/2022,,Cobeca
HIOSC BUTILBROMURO AMP IV/IM 20MG/ML,7597758000701,27.936,05/06/2022,,Cobeca
HIOSCINA BULTIBROMURO TAB 10 MG X 10,7598252101406,124.23599999999999,29/05/2022,,Cobeca
HIPERLIPEN TAB 100 MG X 30          ,7706263002036,66.43,14/06/2022,,Cobeca
BICARBONATO D/SODIO SOL INY 5% X 100,7592637000100,22.08,15/05/2022,,Cobeca
HIPERSAN CAP 300 MG X 90            ,7592946000075,18.351,14/06/2022,,Cobeca
HISTALER JBE PED 0.5 MG/ML X 60 ML  ,7591020008112,12.06,02/06/2022,,Cobeca
HISTALER TAB/REC 5 MG X 30          ,7591020008532,20.185699999999997,02/06/2022,,Cobeca
HUMALOG KWIKPEN SOL INY 3MLX5       ,7795990001757,230.9,05/06/2022,,Cobeca
HUMALOG U-100 10MG/10ML X 1         ,7795990000958,146.92,05/06/2022,,Cobeca
HUMULIN N U-100/10ML X 1            ,7795990000149,144.44,05/06/2022,,Cobeca
PROLARDII SOB 1.3 G X 10            ,7709137132242,61.69,14/06/2022,,Cobeca
"HYALOIDE JER/PRE 25MG/2,5ML EQ 10MG ",7593090001369,250.2585,05/06/2022,,Cobeca
IBANDROMET TAB/REC 150 MG X 1       ,7705323123117,21.43,05/06/2022,,Cobeca
IBUCOLVAL TAB/REC 400 MG/4 MG X 20  ,7591020008051,29.6335,02/06/2022,,Cobeca
IBUFENAC CAP 400 MG X 20            ,7592806131048,14.81,15/05/2022,,Cobeca
IBUMAX CAP 400 MG X 10              ,7703763178445,7.736,14/06/2022,,Cobeca
IBUPROFEN TAB 400 MG X 10 KIMICEG   ,7592616220017,7.68,14/06/2022,,Cobeca
IBUPROFENO SUSP 100 MG/5ML X 120 ML ,7594000850466,10.92,15/05/2022,,Cobeca
IBUPROFENO SUSP 100 MG/5ML X 60 ML  ,7592454003353,10.22,14/06/2022,,Cobeca
NIFEDIPINA COM 20 MG 10 X 10 BLI    ,7460828579424,79.29,14/06/2022,,Cobeca
N-BUTIL HIOSCINA BROM/TAB 10MG 10X10,7460828579448,189.44,14/06/2022,,Cobeca
IBUPROFENO TAB 200 MG X 10 LA SANTE ,7592454891196,8.15,14/06/2022,,Cobeca
IBUPROFENO TAB 400 MG X 10 BIOQ     ,7594000850534,6.38,15/05/2022,,Cobeca
IBUPROFENO TAB 400 MG X 20 BIOQ     ,7594000850565,10.97,15/05/2022,,Cobeca
IBUPROFENO TAB 400 MG X 20 CALOX    ,7591519001525,16.36,14/06/2022,,Cobeca
IBUPROFENO TAB 800 MG X 10 LA SANTE ,7592454153928,20.72,14/06/2022,,Cobeca
IBUPROFENO TAB/REC 400 MG 10X10 INSU,7702605101498,47.004999999999995,15/05/2022,,Cobeca
IBUPROFENO TAB/REC 400 MG X 20      ,7597285000113,8.57,15/05/2022,,Cobeca
IBUPROFENO TAB/REC 600 MG X 10 CLX  ,7591519007107,13.51,14/06/2022,,Cobeca
IBUPROFENO TABRE 400 MG X 10 PLUSAND,7594001101123,6.0705,14/06/2022,,Cobeca
IBUPROFENO/TIOCO COM 600MG/4MG X 12 ,7598582000028,27.92,29/05/2022,,Cobeca
IBUPROFENO/TIOCO TAB 600MG/4MG X 10 ,7598578000247,16.29,29/05/2022,,Cobeca
IBUTAN SUS 100 MG/5 ML X 60 ML      ,7592601200192,10,05/06/2022,,Cobeca
IBUTAN TAB 400 MG X 10              ,7592601200208,7.79,05/06/2022,,Cobeca
KETAZOL CREM X 15 G                 ,7592349429787,17.79,15/05/2022,,Cobeca
IBUTAN TAB 600 MG X 10              ,7592601200536,11.69,05/06/2022,,Cobeca
IBUTANCOL TAB 600 MG/4 MG X 10      ,7592601001188,19.1235,05/06/2022,,Cobeca
IBUTANCOL TAB 600MG-4MG X 20        ,7592601001195,33.307,05/06/2022,,Cobeca
IBUTANFEM TAB 400/20 MG X 20        ,7592601000105,22.211,05/06/2022,,Cobeca
IBUTANFEM TAB 400/20 MG X 30        ,7592601000112,29.223,05/06/2022,,Cobeca
IBUTANFEM TAB/REC 400/20MG X 10     ,7592601303121,14.801,05/06/2022,,Cobeca
IBUTANMIGRA TAB 400 MG/40 MG X 10   ,7592601301622,10.39,05/06/2022,,Cobeca
IBUTANMIGRA TAB 400 MG/40 MG X 20   ,7592601301653,16.88,05/06/2022,,Cobeca
IBUTIL COM 400 MG/4MG X 20          ,7592806134162,41.3,15/05/2022,,Cobeca
IBUVAXFEM CAP 200 MG/30MG X 10      ,7592432900322,13.812999999999999,14/06/2022,,Cobeca
IBUVIN CAPB 200 MG X 10             ,7598431000025,4.8149999999999995,15/05/2022,,Cobeca
IDOXEN CAP LIB/PRO 75 MG X 10       ,7592803002136,25.97,15/05/2022,,Cobeca
ILANA OVULO 600 MG X 1              ,7592432011523,19.5605,14/06/2022,,Cobeca
IMAZOL CREM VAG 1% X 50 G           ,7592601100621,31.554000000000002,05/06/2022,,Cobeca
IMAZOL DUAL OVUL 500MG X1 + CRM X10G,7592601101055,33.894,05/06/2022,,Cobeca
IMAZOL OVUL VAG 500 MG X 1          ,7592601100737,23.732000000000003,05/06/2022,,Cobeca
IMAZOL OVULO VAG 100 MG X 6         ,7592601100485,28.637999999999998,05/06/2022,,Cobeca
IMAZOL PVO 1% X 20 G                ,7592601110590,13.446,05/06/2022,,Cobeca
IMAZOL SOL X 20 ML                  ,7592601100461,12.276,05/06/2022,,Cobeca
IMAZOL SPRAY AL 1% X 25 ML          ,7592601100447,25.128,05/06/2022,,Cobeca
IMAZOL TAB VAG X 6                  ,7592601100478,18.702,05/06/2022,,Cobeca
IMMUNOX VIAL 1000 MG                ,18907010002156,7.79,15/05/2022,,Cobeca
INFLAPRED SUSP/OFT 10MG/ML X 5 ML   ,7703763093168,15.49,14/06/2022,,Cobeca
INIBIL COM 20 MG X 14               ,7592803003874,14.94,15/05/2022,,Cobeca
"ANTAAR HCT TAB 5 MG/6,25 MG X 10    ",7591519317756,10.71,14/06/2022,,Cobeca
INIBIL COM 40 MG X 14               ,7592803003898,21.82,15/05/2022,,Cobeca
INSULINA AMP 30:70 100 IU/ML        ,765066741389,88.06,05/06/2022,,Cobeca
INSULINA AMP 50:50 100 IU/ML        ,765066741402,79.29,05/06/2022,,Cobeca
INSULINA CART AMP 30:70 100 IU/ML X ,765066741396,509.84,05/06/2022,,Cobeca
INSULINA N AMP 100 IU/ML            ,765066741426,97.65,05/06/2022,,Cobeca
IPALAT SOL X 20 ML                  ,7591818111048,15.99,14/06/2022,,Cobeca
IPROXIN TAB 500 MG X 12             ,7594001100416,13.9,14/06/2022,,Cobeca
IRBESARTAN TAB 150 MG X 10 LA SANTE ,7592454002547,13.671,14/06/2022,,Cobeca
IRBESARTAN TAB 150 MG X 7 CLX       ,7591519007145,10.392,14/06/2022,,Cobeca
IRBESARTAN TAB 300 MG X 50 MVGA     ,7750215008744,103.64,15/05/2022,,Cobeca
IRBESARTAN TAB 300 MG X 7 CLX       ,7591519007336,14.6175,14/06/2022,,Cobeca
"IRBESARTAN/HCT COMP 300/12,5MG X 28 ",5469325,146.68,15/05/2022,,Cobeca
IRRIGOR COM/REC 75 MG X 14          ,7592803004000,21.43,15/05/2022,,Cobeca
ISBELA  TAB CIPRO 2 mg / ETINL 0.035,7703153041199,34.88,14/06/2022,,Cobeca
ISOSPRAY PLUS 0.15%/0.25% X 180 ML  ,7591243826494,20.13,15/05/2022,,Cobeca
IVAGAN FORTE TAB 650 MG X 10        ,7591243826777,13.79,15/05/2022,,Cobeca
IVAGAN TAB/REC 450MG/1MG/40MG X 10  ,7591243826708,6.255,15/05/2022,,Cobeca
IVERGOT COM 6 MG X 4                ,7591619001234,12.99,14/06/2022,,Cobeca
IVERGOT SOL GTA 6 MG/ML X 5 ML      ,7591619001210,20.78,14/06/2022,,Cobeca
IVERMECTINA TAB 6 MG X 12 GENCER    ,7591020009065,16.226,02/06/2022,,Cobeca
IVERMECTINA TAB 6 MG X 16 FC PHARMA ,7593090001703,12.216999999999999,05/06/2022,,Cobeca
IVERMECTINA TAB 6 MG X 4 FC PHARMA  ,7593090001697,3.0020000000000002,05/06/2022,,Cobeca
IVERMECTINA TAB 6 MG X 4 VALMOR     ,7591020009041,5.913,02/06/2022,,Cobeca
IVERMECTINA TAB 6MGX4 CALOX         ,7591519007121,3.46,14/06/2022,,Cobeca
JENGIBRE JBE X 120 ML               ,7594001450924,11.4,15/05/2022,,Cobeca
JENGIBRE MIEL JBE 120 ML            ,7592946056003,19.611,14/06/2022,,Cobeca
JENGIBRE Y MIEL FC JBE 120 ML FC    ,759309001185,18.43,05/06/2022,,Cobeca
JENGIMIEL CURCUMA JBE 120 ML        ,745760033836,23.18,15/05/2022,,Cobeca
JENGIMIEL JBE KIDS 120 ML           ,7592520000026,23.18,15/05/2022,,Cobeca
JENGIMIEL JBE MIEL 120 ML           ,7592520000019,23.18,15/05/2022,,Cobeca
JENGIMIEL JBE SABILA X 120 ML       ,7592520000033,23.18,15/05/2022,,Cobeca
STRATTERA CAP 25MG X 14             ,7795990001382,167.48,05/06/2022,,Cobeca
STRATTERA CAP 18 MG X 7             ,7795990001375,85.34,05/06/2022,,Cobeca
VIGRASOL COM 50 MG X 1              ,7594000491645,1.3,14/06/2022,,Cobeca
JER BRIU DESC 1MLC/AGUAJA LUER SLIP ,732064573120,50.65,15/05/2022,,Cobeca
KAPET TAB/REC 75 MG X 14            ,7592601201137,15.453,05/06/2022,,Cobeca
KATIVIL SOL ORAL 1 G/10 ML X 90 ML  ,7591818244128,22,14/06/2022,,Cobeca
KATIVIL SOL ORAL 1G/10ML S/AZUC X 12,7591818716694,28.74,14/06/2022,,Cobeca
KATIVIL SOL ORAL 1G/10ML S/AZUC X 90,7591818000205,28.74,14/06/2022,,Cobeca
KELAC SOL INY 30 MG/ML X 1          ,7594000491218,10.39,14/06/2022,,Cobeca
KELAC SOL INY 30 MG/ML X 3          ,7591619000312,22.08,14/06/2022,,Cobeca
KELFEN CAP 50 MG X 10               ,7591955001660,12.99,14/06/2022,,Cobeca
LOSARTAN POTASICO COM/REC 50MG X 60 ,5164579,65.64,15/05/2022,,Cobeca
KELFEN COM 100 MG X 20              ,7591955001370,16.88,14/06/2022,,Cobeca
KELFEN GEL 2.5% X 30 G              ,7591955001677,20.78,14/06/2022,,Cobeca
KELFEN JBE 1 MG/ML X 120 ML         ,7591619520551,18.18,14/06/2022,,Cobeca
"LAGRIMPRO SOL OFT 0,3% X 5 ML       ",7709441205496,46.05,15/05/2022,,Cobeca
KERATIUM CAP 300 MG X 60            ,7592430000567,32.526,15/05/2022,,Cobeca
KETIAN TAB/REC 25 MG X 10           ,7592432018065,22.4485,14/06/2022,,Cobeca
KETOCONAZOL CREM 2% X 15 G KIMI     ,7592616584027,14.47,14/06/2022,,Cobeca
KETOCONAZOL CREM 2% X 20 G          ,7750215003817,14.44,15/05/2022,,Cobeca
KETOMIZOL CREM 2% X 15 G            ,7592616584119,18.22,14/06/2022,,Cobeca
KETOPROFENO AMP 100 MG X 1 COF      ,7591818131039,9.29,14/06/2022,,Cobeca
KETOPROFENO CAP 100 MG X 20 CLX     ,7591519003246,16.23,14/06/2022,,Cobeca
KETOPROFENO CAP 100 MG X 20 GENVEN  ,7591585171993,15.534,05/06/2022,,Cobeca
KETOPROFENO CAP 100 MG X 20 LA SANTE,7592454154055,15.19,14/06/2022,,Cobeca
KETOPROFENO CAP 50 MG X 12 CLX      ,7591519050905,10.22,14/06/2022,,Cobeca
KETOPROFENO COM/REC 100 MG X 10     ,7594001101178,6.23,14/06/2022,,Cobeca
KETOPROFENO TAB 100 MG X 10 COF     ,7591818136058,11.94,14/06/2022,,Cobeca
KETOREL AMP 30MG/ML X 1             ,7591585217875,11.7564,05/06/2022,,Cobeca
KIMOD CAP/BL 3 MG X 7               ,7703153039424,18.4585,14/06/2022,,Cobeca
KLAFENAC R CAP 100 MG X 10          ,7703763580217,9.74,15/05/2022,,Cobeca
KLAS JBE 120 ML                     ,7591062011804,15.84,15/05/2022,,Cobeca
KOLNASI COMP 500 MG X 30            ,7840036103503,100.793,14/06/2022,,Cobeca
RINOMAX SOL NASAL X 15 ML           ,7591196000682,16.69,14/06/2022,,Cobeca
LABICIS CREM 50 MG X 20 G           ,7597072000234,13.12,15/05/2022,,Cobeca
LACRIDOS SOL OFT X 10 ML            ,7591196007247,12.6,14/06/2022,,Cobeca
LACRIDOS SOL OFT X 15 ML            ,7591196000286,17.378999999999998,14/06/2022,,Cobeca
LACRIGESTINA SOL/OFT X 15 ML        ,7794207000552,22.29,15/05/2022,,Cobeca
LACTOVAC LACTOBACILLUS ADIPHIL/PED 1,7596855001031,10.87,15/05/2022,,Cobeca
SOLUMAR SOL HIPERTONICA 60 ML       ,7597641900019,16.23,15/05/2022,,Cobeca
LAGRICOF SOL OFT 15 ML              ,7591818716861,14.594500000000002,14/06/2022,,Cobeca
"LAGRIOFTOL SOL OFT 0,3% X 15 ML     ",7703763081134,18.23,14/06/2022,,Cobeca
LAMEDOR C/ZABILA PED JBE X 120 ML   ,7594001451044,15,15/05/2022,,Cobeca
LAMEDOR COMPUESTO JBE 120 ML BIOF   ,759161600780,15.94,14/06/2022,,Cobeca
LAMEDOR JBE 120 ML                  ,7592236000075,11.92,15/05/2022,,Cobeca
LAMEDOR/ZABILA JBE ADU X 120 ML     ,7594001451037,17.91,15/05/2022,,Cobeca
LAMOTRIGINA TAB 100 MG X 100 GEAG   ,8908007037383,30.195,15/05/2022,,Cobeca
LAMOTRIGINA TAB 100 MG X 30 LAT     ,720524031006,20.34,14/06/2022,,Cobeca
LAMOTRIGINA TAB ADU 100 MG X 28 CCM ,7501384544003,17.17,05/06/2022,,Cobeca
LAMTOX COM 25 MG X 30               ,7468519664152,17.23,14/06/2022,,Cobeca
LANCERAN GTA 2.6 MG X 30 ML         ,7594000850220,10.21,15/05/2022,,Cobeca
LANCETAS BIONIME X 100              ,883489003102,35.71,14/06/2022,,Cobeca
LANSOPRAZOL CAP 30 MG X 100 MVGA    ,7750215007846,111.04,15/05/2022,,Cobeca
LANSOPRAZOL CAP 30 MG X 14 CLX      ,7591519051377,11.687999999999999,14/06/2022,,Cobeca
LANSOPRAZOL CAP 30 MG X 28 CLX      ,7591519001624,18.184,14/06/2022,,Cobeca
LANTUS SOLOSTAR 3 ML/100 UI X 1 CART,3582910023623,116.25,05/06/2022,,Cobeca
LANTUS VIAL 100 U.I. 10 ML X 1      ,7591044106245,155.75,05/06/2022,,Cobeca
LANZEP COM 5 MG X 30                ,7468519664084,47.48,14/06/2022,,Cobeca
LASIX COM 20 MG X 24                ,7592205000037,13.17,14/06/2022,,Cobeca
DIPIDOL 1 G/2ML SOL AMP X 25        ,7592637002548,129.87,15/05/2022,,Cobeca
"LATACOF DUO SOL OFT 2,5 ML          ",7591818716809,42.83,14/06/2022,,Cobeca
"LATACOF SOL OFT 2,5 ML              ",7591818716793,39.54,14/06/2022,,Cobeca
"LATANO/TIMO SOL OFT 50MCG/5MLX 2,5ML",7597446000013,46.45,29/05/2022,,Cobeca
L-CARNITINE CAP 500 MG X 30 VAL NATU,714439705527,36.48,15/05/2022,,Cobeca
LEFLUMAX COM/REC 500 MG X 7         ,7796285052874,37.391999999999996,15/05/2022,,Cobeca
LEPRIT ENZIMATICO GRA 150 MG X 6    ,7703763208920,32.93,14/06/2022,,Cobeca
LEPRIT TAB 25 MG X 30               ,7703763363063,22.91,14/06/2022,,Cobeca
LEPTAZINE COM 10 MG X 24            ,7591955000977,25.97,14/06/2022,,Cobeca
LEPTAZINE COM 5 MG X 30             ,7591955000953,19.48,14/06/2022,,Cobeca
LESTECOL TAB/REC 40 MG X 30         ,7591243830088,40.83,15/05/2022,,Cobeca
LESTECOL TABR 20MG X 30             ,7591243830057,27.91,15/05/2022,,Cobeca
LETALOP COM 100 MG X 30             ,7595368004218,65.9685,14/06/2022,,Cobeca
LETALOP COM 200 MG X 30             ,7595368004225,82.1525,14/06/2022,,Cobeca
LETALOP COM 25 MG X 30              ,7595368004195,37.876000000000005,14/06/2022,,Cobeca
LETISAN CAP 500 MG X 10             ,7591585314864,5.412,05/06/2022,,Cobeca
LETISAN CAP 500 MG X 30             ,7591585414861,15.856499999999999,05/06/2022,,Cobeca
LETISAN GTA PED 20 ML               ,7591585114884,12.18,05/06/2022,,Cobeca
LETISAN SOL/ORAL 100MG/ML X 120 ML  ,7591585214881,14.05,05/06/2022,,Cobeca
LETISAN TAB/MAST 500 MG X 10        ,7591585514875,6.088,05/06/2022,,Cobeca
LEVADURA D/CERVEZA CAP 500MGX60 ARC ,7592946169918,30.429000000000002,14/06/2022,,Cobeca
LEVAMOX TAB 750 MG X 10             ,7593090002427,51.4995,05/06/2022,,Cobeca
LEVAX CAPB 50 MG X 1                ,7592432009384,15.1715,14/06/2022,,Cobeca
LEVAX CAPB 50 MG X 2.               ,7592432009391,15.523,14/06/2022,,Cobeca
LEVEDALT COMP 500 MG X 30           ,7401078940299,71.43,15/05/2022,,Cobeca
LEVETIRACETAM TAB 1000 MG X 10      ,731299120772,36.74,05/06/2022,,Cobeca
LEVETIRACETAM TAB 500 MG X 10       ,731299120789,24.94,05/06/2022,,Cobeca
LEVINZOL CAP/BLD 1000 MG X 30       ,7592782001847,20.78,15/05/2022,,Cobeca
LEVOCETIRIZINA TAB 5 MG X 10        ,7591519317374,8.12,14/06/2022,,Cobeca
LEVOCETIRIZINA TAB/REC 5 MG X 10 LA ,7592454003025,6.91,14/06/2022,,Cobeca
LEVOFERIN JBE 30MG/5ML X 90 ML      ,7592782000741,18.18,15/05/2022,,Cobeca
LEVOFLOXACINA INF 500MG/100ML KM    ,6939364641809,25.97,02/06/2022,,Cobeca
LEVOFLOXACINA INF 750MG/250ML KMPLUS,6939364642134,42.86,02/06/2022,,Cobeca
LEVOFLOXACINA INF INY 500MG/100ML   ,7598252101062,14.611500000000001,29/05/2022,,Cobeca
LEVOFLOXACINA INF INY 500MG/100ML GL,7598828000805,34.81,05/06/2022,,Cobeca
LEVOFLOXACINA SOL INY  500MG        ,999,23.5476,15/05/2022,,Cobeca
LEVOFLOXACINA SOL INY  500MG/100ML I,7597285000380,7.71,15/05/2022,,Cobeca
LEVOFLOXACINA TAB 500 MG X 10 BMT   ,6972718560050,13.905,14/06/2022,,Cobeca
LEVOFLOXACINA TAB 500 MG X 100 GMP  ,7598252101161,131.5375,29/05/2022,,Cobeca
LEVOFLOXACINA TAB 500MG X 7 GENFAR  ,7702605104536,18.92,14/06/2022,,Cobeca
LEVOFLOXACINA TAB 750 MG X 10 GMS   ,781100146620,38.96,05/06/2022,,Cobeca
LEVOFLOXACINA TAB 750 MG X 5        ,7591519317329,18.543,14/06/2022,,Cobeca
LEVOFLOXACINA TAB 750 MG X 7 LAT    ,720524031044,20.34,14/06/2022,,Cobeca
LEVOFLOXACINA TAB/REC 500 MG X 5 CLX,7591519005905,9.972000000000001,14/06/2022,,Cobeca
LEVOFLOXACINO TAB 500 MG X 7 CCM    ,7501384547066,18.3,05/06/2022,,Cobeca
LEVOFLOXACINO TAB/REC 750 MG X 5 DOL,7702605109616,27.49,14/06/2022,,Cobeca
LEVOHEM INF INY FCO 500 MG/150 ML X ,7597767000679,7.79,15/05/2022,,Cobeca
LEVOHEM INF INY FCO 750 MG/150 ML X ,7597767000877,25,15/05/2022,,Cobeca
LEVORAT TABR 5MG X 10               ,7591196004758,7.96,14/06/2022,,Cobeca
LEVOSULPIRIDE TAB 25 MG X 30        ,7592454889995,16.58,14/06/2022,,Cobeca
LEVOT TAB 100 MCG 10 X 10 BLI       ,8906046796391,41.787,15/05/2022,,Cobeca
LEVOTEC SOL IV 5 MG/ML X 500 MG X 10,7592637008113,45.647499999999994,15/05/2022,,Cobeca
LEVOTEC SOL IV 750 MG X 150 ML      ,7592637007901,61.693,15/05/2022,,Cobeca
LEVOTHYROXINE TAB 100 MCG X 50 RAVEL,18904180913473,19.21,14/06/2022,,Cobeca
LEVOTHYROXINE TAB 50 MCG X 50 RAVEL ,18904180913459,17.61,14/06/2022,,Cobeca
LEVOTHYROXINE TAB 75 MCG X 50 RAVEL ,18904180913466,18.42,14/06/2022,,Cobeca
LEVOTIROXINA SOD TAB 100 MCG X 50 AL,7597758000497,17.4,05/06/2022,,Cobeca
LEVOTIROXINA SODICA TAB 100 MG X 30 ,7703153021696,16.4803,14/06/2022,,Cobeca
LEVOTIROXINA SODICA TAB 50 MCG X 30 ,7703153021672,14.88,14/06/2022,,Cobeca
